thisRow.t,notes,trial_type,trial_number,target_index,selected_id,correct,rt,session,generation,trial,participant,session,fullscreen,
,,training,1,7,7,True,5.210659899981692,001,,,3345,001,True,
,,training,2,7,7,True,0.0005798999918624759,001,,,3345,001,True,
,,training,3,1,7,False,0.0007480999920517206,001,,,3345,001,True,
,,training,4,8,8,True,1.7443783000053372,001,,,3345,001,True,
,,training,5,9,8,False,0.000811200006864965,001,,,3345,001,True,
,,training,6,5,8,False,0.0006354000070132315,001,,,3345,001,True,
,,training,7,9,3,False,1.451388899993617,001,,,3345,001,True,
,,training,8,3,3,True,0.00040160000207833946,001,,,3345,001,True,
,,training,9,8,3,False,0.0003148999821860343,001,,,3345,001,True,
,,training,10,5,3,False,0.00031599999056197703,001,,,3345,001,True,
,,,,,5,,7.409900099999504,001,0,0,3345,001,True,
,,,,,5,,0.005100699985632673,001,0,1,3345,001,True,
,,,,,6,,0.7460073999827728,001,0,2,3345,001,True,
,,,,,6,,0.005008500011172146,001,0,3,3345,001,True,
,,,,,1,,0.7639624000003096,001,0,4,3345,001,True,
,,,,,1,,0.005271699978038669,001,0,5,3345,001,True,
,,,,,2,,0.3634107999969274,001,0,6,3345,001,True,
,,,,,2,,0.005250199988950044,001,0,7,3345,001,True,
,,,,,2,,0.38034989999141544,001,0,8,3345,001,True,
,,,,,2,,0.004630600014934316,001,0,9,3345,001,True,
,,,,,2,,0.014149099995847791,001,0,10,3345,001,True,
,,,,,3,,0.4329139000037685,001,0,11,3345,001,True,
,,,,,3,,0.005871500005014241,001,1,0,3345,001,True,
,,,,,3,,0.010603000002447516,001,1,1,3345,001,True,
,,,,,7,,0.45128510001813993,001,1,2,3345,001,True,
,,,,,7,,0.00523300000349991,001,1,3,3345,001,True,
,,,,,6,,0.48028859999612905,001,1,4,3345,001,True,
,,,,,6,,0.005042200005846098,001,1,5,3345,001,True,
,,,,,5,,0.4476493000111077,001,1,6,3345,001,True,
,,,,,5,,0.00469669999438338,001,1,7,3345,001,True,
,,,,,1,,0.5145842999918386,001,1,8,3345,001,True,
,,,,,1,,0.004684699990320951,001,1,9,3345,001,True,
,,,,,1,,0.014676700026029721,001,1,10,3345,001,True,
,,,,,0,,0.40225409998674877,001,1,11,3345,001,True,
,,,,,0,,0.0046934999991208315,001,2,0,3345,001,True,
,,,,,5,,0.5675602999981493,001,2,1,3345,001,True,
,,,,,5,,0.004739099997095764,001,2,2,3345,001,True,
,,,,,6,,0.5325385000032838,001,2,3,3345,001,True,
,,,,,6,,0.012603599985595793,001,2,4,3345,001,True,
,,,,,6,,0.004831400001421571,001,2,5,3345,001,True,
,,,,,5,,0.399145800009137,001,2,6,3345,001,True,
,,,,,5,,0.004987699998309836,001,2,7,3345,001,True,
,,,,,5,,0.014114899997366592,001,2,8,3345,001,True,
,,,,,1,,0.4014681999979075,001,2,9,3345,001,True,
,,,,,1,,0.005267499975161627,001,2,10,3345,001,True,
,,,,,6,,0.44758399997954257,001,2,11,3345,001,True,
,,,,,6,,0.005858100019395351,001,3,0,3345,001,True,
,,,,,2,,0.48116419999860227,001,3,1,3345,001,True,
,,,,,2,,0.0052998999890405685,001,3,2,3345,001,True,
,,,,,10,,0.5328583999944385,001,3,3,3345,001,True,
,,,,,10,,0.01593329999013804,001,3,4,3345,001,True,
,,,,,9,,0.35126739999395795,001,3,5,3345,001,True,
,,,,,9,,0.005158100015250966,001,3,6,3345,001,True,
,,,,,5,,0.41520700001274236,001,3,7,3345,001,True,
,,,,,5,,0.00463150002178736,001,3,8,3345,001,True,
,,,,,4,,0.3567365999915637,001,3,9,3345,001,True,
,,,,,4,,0.004899099993053824,001,3,10,3345,001,True,
,,,,,6,,0.43363090002094395,001,3,11,3345,001,True,
,,,,,6,,0.0051371000008657575,001,4,0,3345,001,True,
,,,,,6,,0.005428399977972731,001,4,1,3345,001,True,
,,,,,7,,0.33126029997947626,001,4,2,3345,001,True,
,,,,,7,,0.004851800011238083,001,4,3,3345,001,True,
,,,,,11,,0.6152333999925759,001,4,4,3345,001,True,
,,,,,11,,0.005410599987953901,001,4,5,3345,001,True,
,,,,,3,,0.5141803000005893,001,4,6,3345,001,True,
,,,,,3,,0.004921000014292076,001,4,7,3345,001,True,
,,,,,3,,0.011312999995425344,001,4,8,3345,001,True,
,,,,,2,,0.36859650001861155,001,4,9,3345,001,True,
,,,,,2,,0.004612099990481511,001,4,10,3345,001,True,
,,,,,2,,0.015205000003334135,001,4,11,3345,001,True,
,,,,,1,,0.5051538999832701,001,5,0,3345,001,True,
,,,,,1,,0.012165299995103851,001,5,1,3345,001,True,
,,,,,5,,0.5359260000113863,001,5,2,3345,001,True,
,,,,,5,,0.004658799996832386,001,5,3,3345,001,True,
,,,,,6,,0.3158040000125766,001,5,4,3345,001,True,
,,,,,6,,0.00485670001944527,001,5,5,3345,001,True,
,,,,,6,,0.015053299983264878,001,5,6,3345,001,True,
,,,,,10,,1.052683399990201,001,5,7,3345,001,True,
,,,,,10,,0.005501599982380867,001,5,8,3345,001,True,
,,,,,10,,0.013611100002890453,001,5,9,3345,001,True,
,,,,,9,,0.4186994999763556,001,5,10,3345,001,True,
,,,,,9,,0.0048462999984622,001,5,11,3345,001,True,
,,,,,9,,0.005157100007636473,001,6,0,3345,001,True,
,,,,,5,,0.4293650999898091,001,6,1,3345,001,True,
,,,,,5,,0.004911100026220083,001,6,2,3345,001,True,
,,,,,5,,0.46610489999875426,001,6,3,3345,001,True,
,,,,,5,,0.0050162999832537025,001,6,4,3345,001,True,
,,,,,5,,0.004818599991267547,001,6,5,3345,001,True,
,,,,,6,,0.3727704999910202,001,6,6,3345,001,True,
,,,,,6,,0.0052109000098425895,001,6,7,3345,001,True,
,,,,,6,,0.013008699985221028,001,6,8,3345,001,True,
,,,,,7,,0.3862663000181783,001,6,9,3345,001,True,
,,,,,7,,0.005304600024828687,001,6,10,3345,001,True,
,,,,,2,,0.415987500018673,001,6,11,3345,001,True,
,,,,,2,,0.004768000013427809,001,7,0,3345,001,True,
,,,,,1,,0.4525644999812357,001,7,1,3345,001,True,
,,,,,1,,0.004605199996149167,001,7,2,3345,001,True,
,,,,,0,,0.465805600018939,001,7,3,3345,001,True,
,,,,,0,,0.004646099987439811,001,7,4,3345,001,True,
,,,,,4,,0.49845250000362284,001,7,5,3345,001,True,
,,,,,4,,0.005013999994844198,001,7,6,3345,001,True,
,,,,,4,,0.014471199974650517,001,7,7,3345,001,True,
,,,,,5,,0.585052500013262,001,7,8,3345,001,True,
,,,,,5,,0.005136399995535612,001,7,9,3345,001,True,
,,,,,6,,0.5604914000141434,001,7,10,3345,001,True,
,,,,,6,,0.004999700002372265,001,7,11,3345,001,True,
,,,,,6,,0.0050608000019565225,001,8,0,3345,001,True,
,,,,,7,,0.3657367000123486,001,8,1,3345,001,True,
