thisRow.t,notes,trial_type,trial_number,target_index,selected_id,correct,rt,session,generation,trial,participant,session,fullscreen,
,,,,,7,,0.004725399980088696,001,8,2,3345,001,True,
,,,,,11,,0.4498905000218656,001,8,3,3345,001,True,
,,,,,11,,0.005021300021326169,001,8,4,3345,001,True,
,,,,,10,,0.3822554999787826,001,8,5,3345,001,True,
,,,,,10,,0.005614699999568984,001,8,6,3345,001,True,
,,,,,10,,0.014353200007462874,001,8,7,3345,001,True,
,,,,,9,,0.3852019000041764,001,8,8,3345,001,True,
,,,,,9,,0.0049903999897651374,001,8,9,3345,001,True,
,,,,,9,,0.01507100000162609,001,8,10,3345,001,True,
,,,,,8,,0.3690278000140097,001,8,11,3345,001,True,
,,,,,8,,0.004896600003121421,001,9,0,3345,001,True,
,,,,,4,,0.38583750001271255,001,9,1,3345,001,True,
,,,,,4,,0.0051002999825868756,001,9,2,3345,001,True,
,,,,,5,,0.3617569000052754,001,9,3,3345,001,True,
,,,,,5,,0.004888900002697483,001,9,4,3345,001,True,
,,,,,6,,0.38190700000268407,001,9,5,3345,001,True,
,,,,,6,,0.005735200014896691,001,9,6,3345,001,True,
,,,,,2,,0.4144121000135783,001,9,7,3345,001,True,
,,,,,2,,0.004848399985348806,001,9,8,3345,001,True,
,,,,,2,,0.015184799995040521,001,9,9,3345,001,True,
,,,,,1,,0.31665190000785515,001,9,10,3345,001,True,
,,,,,1,,0.005632099986542016,001,9,11,3345,001,True,
,,,,,7,,0.40206409999518655,001,10,0,3345,001,True,
,,,,,7,,0.0047556000063195825,001,10,1,3345,001,True,
,,,,,0,,0.4142532999976538,001,10,2,3345,001,True,
,,,,,0,,0.004676499986089766,001,10,3,3345,001,True,
,,,,,5,,0.36667259997921064,001,10,4,3345,001,True,
,,,,,5,,0.014935899991542101,001,10,5,3345,001,True,
,,,,,5,,0.005086799996206537,001,10,6,3345,001,True,
,,,,,6,,0.36091590000432916,001,10,7,3345,001,True,
,,,,,6,,0.005286100000375882,001,10,8,3345,001,True,
,,,,,2,,0.36237899999832734,001,10,9,3345,001,True,
,,,,,2,,0.004883000015979633,001,10,10,3345,001,True,
,,,,,3,,0.36637050000717863,001,10,11,3345,001,True,
,,,,,3,,0.005623800010653213,001,11,0,3345,001,True,
,,,,,7,,0.3683430000091903,001,11,1,3345,001,True,
,,,,,7,,0.005131000012625009,001,11,2,3345,001,True,
,,,,,7,,0.01465150000876747,001,11,3,3345,001,True,
,,,,,6,,0.33540999999968335,001,11,4,3345,001,True,
,,,,,6,,0.005093299987493083,001,11,5,3345,001,True,
,,,,,2,,0.34866089999559335,001,11,6,3345,001,True,
,,,,,2,,0.004643699998268858,001,11,7,3345,001,True,
,,,,,1,,0.34901299999910407,001,11,8,3345,001,True,
,,,,,1,,0.004550300014670938,001,11,9,3345,001,True,
,,,,,5,,0.44942550000268966,001,11,10,3345,001,True,
,,,,,5,,0.005233400006545708,001,11,11,3345,001,True,
