thisRow.t,notes,trial_type,trial_number,target_index,selected_id,correct,rt,session,generation,trial,participant,session,fullscreen,
,,,,,4,,0.00042699999175965786,001,0,1,123,001,False,
,,,,,4,,0.00047220001579262316,001,0,2,123,001,False,
,,,,,4,,0.0374522999918554,001,0,3,123,001,False,
,,,,,4,,0.00043509999522939324,001,0,4,123,001,False,
,,,,,4,,0.00043250000453554094,001,0,5,123,001,False,
,,,,,4,,0.03690639999695122,001,0,6,123,001,False,
,,,,,4,,0.0004400000034365803,001,0,7,123,001,False,
,,,,,4,,0.42877140000928193,001,0,8,123,001,False,
,,,,,4,,0.00043879999429918826,001,0,9,123,001,False,
,,,,,4,,0.060960100003285334,001,1,0,123,001,False,
,,,,,4,,0.00045700001646764576,001,1,1,123,001,False,
,,,,,4,,0.2874344000010751,001,1,2,123,001,False,
,,,,,4,,0.00042340002255514264,001,1,3,123,001,False,
,,,,,4,,0.06415260001085699,001,1,4,123,001,False,
,,,,,4,,0.00039480000850744545,001,1,5,123,001,False,
,,,,,4,,0.06223890002002008,001,1,6,123,001,False,
,,,,,4,,0.00038880002102814615,001,1,7,123,001,False,
,,,,,4,,0.06672780000371858,001,1,8,123,001,False,
,,,,,4,,0.00045560000580735505,001,1,9,123,001,False,
,,,,,4,,0.00047160001122392714,001,2,0,123,001,False,
,,,,,4,,0.010761699988506734,001,2,1,123,001,False,
,,,,,4,,0.0004312999953981489,001,2,2,123,001,False,
,,,,,4,,0.0004394999996293336,001,2,3,123,001,False,
,,,,,8,,0.25874250000924803,001,2,4,123,001,False,
,,,,,8,,0.0006367000169120729,001,2,5,123,001,False,
,,,,,8,,0.0006397000106517226,001,2,6,123,001,False,
,,,,,8,,0.031163500010734424,001,2,7,123,001,False,
,,,,,8,,0.0006050999800208956,001,2,8,123,001,False,
,,,,,8,,0.0006177000177558511,001,2,9,123,001,False,
,,,,,8,,0.03134820002014749,001,3,0,123,001,False,
,,,,,8,,0.0006639000202994794,001,3,1,123,001,False,
,,,,,8,,0.0006244000105652958,001,3,2,123,001,False,
,,,,,8,,0.0006482999888248742,001,3,3,123,001,False,
,,,,,7,,0.13550090001081116,001,3,4,123,001,False,
,,,,,7,,0.0005498999962583184,001,3,5,123,001,False,
,,,,,7,,0.0005685999931301922,001,3,6,123,001,False,
,,,,,7,,0.03231350000714883,001,3,7,123,001,False,
,,,,,7,,0.0005932000058237463,001,3,8,123,001,False,
,,,,,7,,0.0005688999954145402,001,3,9,123,001,False,
,,,,,7,,0.014742700004717335,001,4,0,123,001,False,
,,,,,7,,0.0005781000072602183,001,4,1,123,001,False,
,,,,,7,,0.0007257999968715012,001,4,2,123,001,False,
,,,,,6,,0.15770420001354069,001,4,3,123,001,False,
,,,,,6,,0.0005352000007405877,001,4,4,123,001,False,
,,,,,6,,0.0005622000026050955,001,4,5,123,001,False,
,,,,,6,,0.039147700008470565,001,4,6,123,001,False,
,,,,,6,,0.0005079999973531812,001,4,7,123,001,False,
,,,,,6,,0.0005527000175788999,001,4,8,123,001,False,
,,,,,6,,0.04605860001174733,001,4,9,123,001,False,
,,,,,6,,0.0005172999808564782,001,5,0,123,001,False,
,,,,,6,,0.000598000013269484,001,5,1,123,001,False,
,,,,,6,,0.018934700026875362,001,5,2,123,001,False,
,,,,,6,,0.0005920999974478036,001,5,3,123,001,False,
,,,,,6,,0.0005626000056508929,001,5,4,123,001,False,
,,,,,5,,0.2260645000205841,001,5,5,123,001,False,
,,,,,5,,0.00045190000673756003,001,5,6,123,001,False,
,,,,,5,,0.00045190000673756003,001,5,7,123,001,False,
,,,,,5,,0.08281470002839342,001,5,8,123,001,False,
,,,,,5,,0.000440800009528175,001,5,9,123,001,False,
,,,,,5,,0.041552499984391034,001,6,0,123,001,False,
,,,,,5,,0.0004552000027615577,001,6,1,123,001,False,
,,,,,5,,0.0004488999838940799,001,6,2,123,001,False,
,,,,,5,,0.00048710001283325255,001,6,3,123,001,False,
,,,,,5,,0.07522219998645596,001,6,4,123,001,False,
,,,,,5,,0.000447900005383417,001,6,5,123,001,False,
,,,,,5,,0.0005180999869480729,001,6,6,123,001,False,
,,,,,5,,0.03872149999369867,001,6,7,123,001,False,
,,,,,5,,0.0005164000031072646,001,6,8,123,001,False,
,,,,,5,,0.0004645000153686851,001,6,9,123,001,False,
