thisRow.t,notes,trial_type,trial_number,target_index,selected_id,correct,rt,session,generation,trial,participant,session,fullscreen,
,,training,1,0,0,True,0.8965098999906331,001,,,648,001,False,
,,training,2,7,7,True,1.286144100013189,001,,,648,001,False,
,,training,3,4,4,True,0.999042899988126,001,,,648,001,False,
,,training,4,4,4,True,0.6082203999976628,001,,,648,001,False,
,,training,5,11,11,True,1.3755108999903314,001,,,648,001,False,
,,training,6,1,1,True,0.7913757000060286,001,,,648,001,False,
,,training,7,5,5,True,1.2477919999801088,001,,,648,001,False,
,,training,8,9,9,True,0.8048052999947686,001,,,648,001,False,
,,training,9,8,8,True,1.371827700000722,001,,,648,001,False,
,,training,10,5,5,True,0.8876259000098798,001,,,648,001,False,
,,training,11,6,6,True,0.8326110999914818,001,,,648,001,False,
,,training,12,1,1,True,0.9408977999992203,001,,,648,001,False,
,,,,,1,,0.6745196999981999,001,0,0,648,001,False,
,,,,,1,,0.01324999998905696,001,0,1,648,001,False,
,,,,,1,,0.5698107999924105,001,0,2,648,001,False,
,,,,,2,,0.03322079998906702,001,0,3,648,001,False,
,,,,,2,,0.011957200011238456,001,0,4,648,001,False,
,,,,,2,,0.014247700019041076,001,0,5,648,001,False,
,,,,,2,,0.012678500002948567,001,0,6,648,001,False,
,,,,,2,,0.008879600005457178,001,0,7,648,001,False,
,,,,,2,,0.013384099991526455,001,0,8,648,001,False,
,,,,,2,,0.00831480001215823,001,0,9,648,001,False,
,,,,,2,,0.012480900011723861,001,0,10,648,001,False,
,,,,,6,,0.009581999998772517,001,0,11,648,001,False,
,,,,,6,,0.01286340001388453,001,1,0,648,001,False,
,,,,,6,,0.014463900006376207,001,1,1,648,001,False,
,,,,,6,,0.009508099989034235,001,1,2,648,001,False,
,,,,,6,,0.014551100000971928,001,1,3,648,001,False,
,,,,,5,,0.022242500010179356,001,1,4,648,001,False,
,,,,,5,,0.013877300021704286,001,1,5,648,001,False,
,,,,,5,,0.014499699987936765,001,1,6,648,001,False,
,,,,,5,,0.01366329999291338,001,1,7,648,001,False,
