thisRow.t,notes,trial_type,trial_number,target_index,selected_id,correct,rt,session,generation,trial,participant,session,fullscreen,
,,,,,5,,0.014550699997926131,001,1,8,648,001,False,
,,,,,9,,0.038976000010734424,001,1,9,648,001,False,
,,,,,9,,0.014447999972617254,001,1,10,648,001,False,
,,,,,10,,0.0404864999873098,001,1,11,648,001,False,
,,,,,10,,0.013876900018658489,001,2,0,648,001,False,
,,,,,7,,0.12474549998296425,001,2,1,648,001,False,
,,,,,7,,0.008375000004889444,001,2,2,648,001,False,
,,,,,2,,0.09568990001571365,001,2,3,648,001,False,
,,,,,2,,0.009507799986749887,001,2,4,648,001,False,
,,,,,1,,0.026431000005686656,001,2,5,648,001,False,
,,,,,1,,0.014492299989797175,001,2,6,648,001,False,
,,,,,4,,0.1528188000083901,001,2,7,648,001,False,
,,,,,4,,0.009101700008613989,001,2,8,648,001,False,
,,,,,4,,0.012790300010237843,001,2,9,648,001,False,
,,,,,8,,0.04112949999398552,001,2,10,648,001,False,
,,,,,9,,0.05673620000015944,001,2,11,648,001,False,
,,,,,9,,0.007737100007943809,001,3,0,648,001,False,
,,,,,2,,0.44382089999271557,001,3,1,648,001,False,
,,,,,2,,0.008923100016545504,001,3,2,648,001,False,
,,,,,3,,0.03772029999527149,001,3,3,648,001,False,
,,,,,3,,0.013461499998811632,001,3,4,648,001,False,
,,,,,7,,0.008514499990269542,001,3,5,648,001,False,
,,,,,7,,0.012782699981471524,001,3,6,648,001,False,
,,,,,11,,0.041101799986790866,001,3,7,648,001,False,
,,,,,10,,0.06424169999081641,001,3,8,648,001,False,
,,,,,10,,0.013549800001783296,001,3,9,648,001,False,
,,,,,5,,0.23649440001463518,001,3,10,648,001,False,
,,,,,0,,0.10411819998989813,001,3,11,648,001,False,
,,,,,0,,0.16120900001260452,001,4,0,648,001,False,
,,,,,4,,0.02128200000151992,001,4,1,648,001,False,
,,,,,5,,0.18846140001551248,001,4,2,648,001,False,
,,,,,2,,0.16486459999578074,001,4,3,648,001,False,
,,,,,2,,0.008413500007009134,001,4,4,648,001,False,
,,,,,2,,0.010539599985349923,001,4,5,648,001,False,
,,,,,2,,0.00842139997985214,001,4,6,648,001,False,
,,,,,6,,0.014243499987060204,001,4,7,648,001,False,
,,,,,6,,0.00848359998781234,001,4,8,648,001,False,
,,,,,6,,0.010733399976743385,001,4,9,648,001,False,
,,,,,10,,0.04189410002436489,001,4,10,648,001,False,
,,,,,10,,0.014596499997423962,001,4,11,648,001,False,
,,,,,11,,0.036322300002211705,001,5,0,648,001,False,
,,,,,7,,0.05157640000106767,001,5,1,648,001,False,
,,,,,7,,0.01462199998786673,001,5,2,648,001,False,
,,,,,3,,0.06773579999571666,001,5,3,648,001,False,
,,,,,3,,0.009137199987890199,001,5,4,648,001,False,
,,,,,2,,0.020843999984208494,001,5,5,648,001,False,
,,,,,2,,0.008319899992784485,001,5,6,648,001,False,
,,,,,2,,0.010747199994511902,001,5,7,648,001,False,
,,,,,1,,0.035588999977335334,001,5,8,648,001,False,
,,,,,5,,0.05579909999505617,001,5,9,648,001,False,
,,,,,5,,0.013086100021610036,001,5,10,648,001,False,
,,,,,5,,0.008391100011067465,001,5,11,648,001,False,
,,,,,9,,0.014894399995682761,001,6,0,648,001,False,
,,,,,9,,0.008233100001234561,001,6,1,648,001,False,
,,,,,9,,0.012442400009604171,001,6,2,648,001,False,
,,,,,8,,0.03828520001843572,001,6,3,648,001,False,
,,,,,4,,0.056686900003114715,001,6,4,648,001,False,
,,,,,4,,0.01228260001516901,001,6,5,648,001,False,
,,,,,0,,0.00804950000019744,001,6,6,648,001,False,
,,,,,1,,0.04118739999830723,001,6,7,648,001,False,
,,,,,1,,0.009163400012766942,001,6,8,648,001,False,
,,,,,1,,0.01411530000041239,001,6,9,648,001,False,
,,,,,6,,0.05507380000199191,001,6,10,648,001,False,
,,,,,6,,0.007980199996381998,001,6,11,648,001,False,
,,,,,10,,0.08199920001788996,001,7,0,648,001,False,
,,,,,10,,0.015296900004614145,001,7,1,648,001,False,
,,,,,7,,0.03561769999214448,001,7,2,648,001,False,
,,,,,7,,0.008303300011903048,001,7,3,648,001,False,
,,,,,3,,0.04174140002578497,001,7,4,648,001,False,
,,,,,3,,0.008461199991870672,001,7,5,648,001,False,
,,,,,2,,0.02740360001916997,001,7,6,648,001,False,
,,,,,2,,0.014398600003914908,001,7,7,648,001,False,
,,,,,5,,0.08220639999490231,001,7,8,648,001,False,
,,,,,5,,0.012602300004800782,001,7,9,648,001,False,
,,,,,9,,0.008092799980659038,001,7,10,648,001,False,
,,,,,9,,0.009060399985173717,001,7,11,648,001,False,
,,,,,9,,0.01421160000609234,001,8,0,648,001,False,
,,,,,9,,0.008166799991158769,001,8,1,648,001,False,
,,,,,9,,0.008374600001843646,001,8,2,648,001,False,
,,,,,4,,0.026204199995845556,001,8,3,648,001,False,
,,,,,4,,0.014094700018176809,001,8,4,648,001,False,
,,,,,0,,0.026566100015770644,001,8,5,648,001,False,
,,,,,1,,0.04917710000881925,001,8,6,648,001,False,
,,,,,1,,0.013225400005467236,001,8,7,648,001,False,
,,,,,1,,0.009091800020541996,001,8,8,648,001,False,
,,,,,6,,0.06954749999567866,001,8,9,648,001,False,
,,,,,6,,0.014503200014587492,001,8,10,648,001,False,
,,,,,6,,0.012625000003026798,001,8,11,648,001,False,
,,,,,10,,0.02179279999108985,001,9,0,648,001,False,
,,,,,10,,0.009038199990754947,001,9,1,648,001,False,
,,,,,10,,0.014053299993975088,001,9,2,648,001,False,
,,,,,10,,0.013360500015551224,001,9,3,648,001,False,
,,,,,7,,0.05471389999729581,001,9,4,648,001,False,
,,,,,7,,0.015031799994176254,001,9,5,648,001,False,
,,,,,2,,0.11064279999118298,001,9,6,648,001,False,
,,,,,2,,0.014252799999667332,001,9,7,648,001,False,
,,,,,5,,0.10409399998025037,001,9,8,648,001,False,
,,,,,9,,0.013956500013591722,001,9,9,648,001,False,
,,,,,9,,0.008967000001575798,001,9,10,648,001,False,
,,,,,9,,0.012577999994391575,001,9,11,648,001,False,
,,,,,5,,0.037003900011768565,001,10,0,648,001,False,
,,,,,1,,0.07730060000903904,001,10,1,648,001,False,
,,,,,1,,0.014514999988023192,001,10,2,648,001,False,
,,,,,1,,0.008556000015232712,001,10,3,648,001,False,
,,,,,2,,0.020871999993687496,001,10,4,648,001,False,
,,,,,6,,0.00926460002665408,001,10,5,648,001,False,
,,,,,6,,0.010213200002908707,001,10,6,648,001,False,
,,,,,10,,0.06490939998184331,001,10,7,648,001,False,
,,,,,10,,0.014447900000959635,001,10,8,648,001,False,
,,,,,11,,0.03948949999175966,001,10,9,648,001,False,
,,,,,7,,0.021573999983957037,001,10,10,648,001,False,
,,,,,7,,0.010658100014552474,001,10,11,648,001,False,
,,,,,7,,0.009498300001723692,001,11,0,648,001,False,
,,,,,3,,0.05344590000458993,001,11,1,648,001,False,
,,,,,2,,0.08354749999125488,001,11,2,648,001,False,
,,,,,2,,0.01152850000653416,001,11,3,648,001,False,
,,,,,2,,0.01397589998668991,001,11,4,648,001,False,
,,,,,2,,0.013254999998025596,001,11,5,648,001,False,
,,,,,2,,0.013486900017596781,001,11,6,648,001,False,
,,,,,2,,0.008983500010799617,001,11,7,648,001,False,
,,,,,2,,0.006980900012422353,001,11,8,648,001,False,
,,,,,2,,0.009479100001044571,001,11,9,648,001,False,
,,,,,2,,0.013000799983274192,001,11,10,648,001,False,
,,,,,2,,0.008796100009931251,001,11,11,648,001,False,
