160,111,115,126,121,160,149,121,92,121,122,132,129,145,128,143
93,131,142,86,108,105,144,107,101,114,65,114,120,157,99,73
149,120,80,106,97,107,88,124,92,103,97,149,86,121,164,137
81,127,101,102,151,150,138,106,144,75,136,112,144,154,116,137
95,131,108,92,128,141,153,152,122,107,121,80,101,125,145,91
84,118,148,111,131,124,146,60,125,83,124,158,127,70,162,89
134,106,111,129,137,60,63,138,146,113,142,101,111,137,140,137
142,127,116,123,129,135,101,72,99,125,119,116,85,85,104,110
108,142,92,127,115,116,118,112,134,84,140,128,99,138,115,100
84,117,85,116,140,96,122,102,156,117,84,129,86,107,138,153
130,112,128,103,90,93,108,110,122,149,106,140,98,126,123,119
133,151,75,103,99,132,149,121,116,148,142,83,107,105,72,128
133,139,100,118,97,117,173,124,78,133,99,129,156,93,91,107
133,110,113,127,146,130,92,138,131,116,132,125,87,161,80,122
126,130,140,124,137,143,115,123,109,153,155,132,138,84,93,136
93,94,110,123,95,101,100,102,86,129,104,124,75,120,137,114
