122,89,86,107,43,130,72,54,104,90,123,134,100,125,150,89
118,48,131,130,104,96,157,129,103,78,89,88,154,112,147,109
110,149,127,138,150,149,127,79,67,92,45,145,149,175,129,74
126,94,150,141,117,142,109,91,91,147,59,145,120,126,83,148
147,119,107,132,152,119,108,148,109,138,46,148,146,86,75,71
100,67,134,103,57,117,62,85,134,86,136,84,77,91,124,130
74,138,89,99,137,106,159,134,127,97,134,130,132,152,138,67
109,152,99,82,118,132,61,102,91,125,86,138,76,136,88,143
58,142,151,55,120,121,104,83,106,125,92,107,136,79,114,86
109,69,143,99,97,102,92,81,107,77,93,144,92,141,93,101
123,141,143,107,120,96,139,84,67,119,93,81,132,99,109,121
64,122,130,64,86,81,76,94,112,171,105,103,93,91,166,158
65,141,104,101,140,126,97,62,118,74,144,107,147,88,71,143
68,146,154,112,80,87,124,146,153,119,86,73,85,114,107,90
136,137,121,103,80,95,122,76,129,122,75,83,92,132,87,91
117,50,133,80,131,121,128,191,72,102,59,179,110,156,96,150
