142,87,156,176,141,67,13,84,108,48,72,92,64,107,95,79
126,123,96,131,168,51,103,72,83,144,95,144,70,87,50,118
132,99,118,136,80,56,70,47,68,107,64,118,28,51,73,69
70,153,83,99,97,92,75,108,105,146,104,119,118,89,119,166
134,129,100,120,116,60,46,111,111,132,72,69,77,118,137,84
85,156,148,88,98,161,16,127,75,93,106,41,98,96,97,141
126,96,51,105,172,46,37,68,144,70,60,36,158,73,42,91
129,70,157,69,182,94,21,100,85,66,60,100,139,128,65,84
51,123,111,117,124,128,17,86,119,53,117,119,43,116,94,87
93,112,138,93,78,121,92,88,71,46,66,120,124,66,91,72
171,96,148,42,47,81,107,144,80,105,113,131,136,120,112,86
150,78,134,22,82,92,54,90,80,101,81,135,84,63,82,112
137,161,128,86,52,33,53,59,44,54,80,110,69,115,83,88
126,153,86,76,165,77,63,74,56,106,120,135,102,85,129,141
118,178,159,98,127,123,167,135,101,42,101,146,118,116,54,95
135,158,53,55,121,42,94,113,55,114,154,109,143,128,136,84
